taxon,logFC_PC_vs_NC,logFC_G25_vs_NC,logFC_G50_vs_NC,delta_G25,delta_G50,min_delta,best_dose,mean_abundance
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae; g__Dermacoccaceae,9.688468335136813,0.0,6.790906732996283,9.688468335136813,2.89756160214053,2.89756160214053,G50,0.00023346375612674452
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella,9.295518642860143,0.0,6.324262913890349,9.295518642860143,2.971255728969794,2.971255728969794,G50,0.00017663013659235783
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_3,1.4704081058453395,-8.397542933918679,-1.606636200922397,9.86795103976402,3.0770443067677364,3.0770443067677364,G50,0.0003448462251871814
d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Jeotgalicoccus,3.0776787948782416,-0.014589058089941672,-0.49651666226265545,3.0922678529681833,3.574195457140897,3.0922678529681833,G25,0.0013065235406617835
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1,2.7391877141555123,-0.671935754789758,-0.4160925430945688,3.41112346894527,3.155280257250081,3.155280257250081,G50,0.0024746341567148814
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Gracilibacteraceae,0.9121086177662852,-8.205508899592846,-2.379338064376856,9.117617517359133,3.291446682143141,3.291446682143141,G50,0.000226104277193657
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,11.351133266715022,8.039449749629721,7.527725116367698,3.311683517085301,3.8234081503473245,3.311683517085301,G25,0.0007642449803977047
d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Gastranaerophilales; f__Gastranaerophilales; g__Gastranaerophilales,9.369364510247804,0.0,5.803877158046034,9.369364510247804,3.56548735220177,3.56548735220177,G50,0.00017881460455406372
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium,11.620116805717851,7.87227792371015,0.0,3.7478388820077013,11.620116805717851,3.7478388820077013,G25,0.0008450214341947276
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,10.808917909731033,0.0,6.984334372321935,10.808917909731033,3.824583537409098,3.824583537409098,G50,0.00047964002246154823
d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus,11.172334728910428,0.0,7.246780630820818,11.172334728910428,3.92555409808961,3.92555409808961,G50,0.0006144326978990526
d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Tissierella,4.1632138725404255,-7.722035674651978,0.041458873627074094,11.885249547192403,4.121754998913351,4.121754998913351,G50,0.001052064430294677
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_13,6.160688633282436,0.0,10.535322078157796,6.160688633282436,4.37463344487536,4.37463344487536,G50,0.00038839713902706136
d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Sporomusa,11.81437873775095,0.0,7.100572667609713,11.81437873775095,4.713806070141237,4.713806070141237,G50,0.000934183213491066
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae,4.6861201647186865,-5.4271838232010365,-0.0850278032147193,10.113303987919723,4.7711479679334055,4.7711479679334055,G50,0.00029706392910023807
d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Anaerovorax,10.770910748425026,0.0,5.82617083521599,10.770910748425026,4.944739913209036,4.944739913209036,G50,0.00045050852410914336
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas,10.126326083189582,0.0,4.687686481706076,10.126326083189582,5.438639601483506,5.438639601483506,G50,0.0002853694964953057
d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured,-3.054196373230193,-10.082137510486906,-10.082137510486906,7.027941137256713,7.027941137256713,7.027941137256713,G25,0.0003031236286959245
d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter,0.0,8.13428576560711,7.246780630820818,8.13428576560711,7.246780630820818,7.246780630820818,G50,0.00010771295980742022
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__WD260; f__WD260; g__WD260,0.046262030602499754,-7.839192296982609,-7.839192296982609,7.885454327585109,7.885454327585109,7.885454327585109,G25,0.00011586462523746007
d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Herpetosiphonaceae; g__Herpetosiphon,1.1224723297411328,-7.066077735074656,-7.066077735074656,8.18855006481579,8.18855006481579,8.18855006481579,G25,0.00010593527340534145
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,8.38539928782265,0.0,0.0,8.38539928782265,8.38539928782265,8.38539928782265,G25,8.334816023613881e-05
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter,-7.577417346948604,3.4006703113246037,0.8735374916016112,10.978087658273207,8.450954838550215,8.450954838550215,G50,0.0006387663363764638
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Proteiniclasticum,1.6178456232729923,-6.845478609791605,-6.845478609791605,8.463324233064597,8.463324233064597,8.463324233064597,G25,0.0001164875302267666
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae; g__uncultured,8.477896991012559,0.0,0.0,8.477896991012559,8.477896991012559,8.477896991012559,G25,8.888357036399428e-05
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Phreatobacter,8.510875288248421,0.0,0.0,8.510875288248421,8.510875288248421,8.510875288248421,G25,9.094452378194321e-05
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__CAG-352,8.543663800808687,0.0,0.0,8.543663800808687,8.543663800808687,8.543663800808687,G25,9.304085762729393e-05
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Atopostipes,8.73553978553849,0.0,0.0,8.73553978553849,8.73553978553849,8.73553978553849,G25,0.00010631130058374068
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalitalea,8.960107003015098,0.0,0.0,8.960107003015098,8.960107003015098,8.960107003015098,G25,0.00012425906761921176
d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1),9.156822234481293,0.0,0.0,9.156822234481293,9.156822234481293,9.156822234481293,G25,0.0001424480919877013
d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae,2.208967231065591,-7.257376376613523,-7.257376376613523,9.466343607679114,9.466343607679114,9.466343607679114,G25,0.0002145949397038683
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus,-0.9681333225752399,-10.502777480134593,-10.502777480134593,9.534644157559354,9.534644157559354,9.534644157559354,G25,0.0005476551974562664
d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter,9.685949938054573,0.0,0.0,9.685949938054573,9.685949938054573,9.685949938054573,G25,0.00020567139730364673
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter,1.001408207942671,-8.774775544437606,-8.774775544437606,9.776183752380277,9.776183752380277,9.776183752380277,G25,0.0003282112455603092
d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae,9.793983376486953,0.0,0.0,9.793983376486953,9.793983376486953,9.793983376486953,G25,0.0002216834590076017
d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Candidatus_Saccharimonas,9.830794368925035,0.0,0.0,9.830794368925035,9.830794368925035,9.830794368925035,G25,0.00022741904977141325
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia,9.895478398646882,0.0,0.0,9.895478398646882,9.895478398646882,9.895478398646882,G25,0.00023785900932710575
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales,10.179442801069328,0.0,0.0,10.179442801069328,10.179442801069328,10.179442801069328,G25,0.00028965628515374443
d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter,10.207075115568625,0.0,0.0,10.207075115568625,10.207075115568625,10.207075115568625,G25,0.0002952624526778624
d__Bacteria; p__Firmicutes; c__Desulfotomaculia; o__Desulfotomaculales; f__Desulfotomaculales; g__Desulfotomaculum,10.261761539194191,0.0,0.0,10.261761539194191,10.261761539194191,10.261761539194191,G25,0.00030667908190992917
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes,0.0,11.124097661651348,10.272105684139108,11.124097661651348,10.272105684139108,10.272105684139108,G50,0.000866628529118222
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales_UCG-001; g__Bacteroidales_UCG-001,10.365653893519148,0.0,0.0,10.365653893519148,10.365653893519148,10.365653893519148,G25,0.0003295971646757628
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001,1.2374954959611912,-9.157335414061572,-9.157335414061572,10.394830910022764,10.394830910022764,10.394830910022764,G25,0.0004788347550153658
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured,10.617680652771792,0.0,0.0,10.617680652771792,10.617680652771792,10.617680652771792,G25,0.00039255804107321025
d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Candidatus_Cloacimonas,10.989731120874438,0.0,0.0,10.989731120874438,10.989731120874438,10.989731120874438,G25,0.0005081186027502781
d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Nosocomiicoccus,11.042305296222166,0.0,0.0,11.042305296222166,11.042305296222166,11.042305296222166,G25,0.0005269860820911595
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,0.5434932623434129,-10.751647384242705,-10.751647384242705,11.295140646586118,11.295140646586118,11.295140646586118,G25,0.0010587572195187318
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Desemzia,11.339839938468398,0.0,0.0,11.339839938468398,11.339839938468398,11.339839938468398,G25,0.0006477454794888853
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_hallii_group,11.34508298588909,0.0,0.0,11.34508298588909,11.34508298588909,11.34508298588909,G25,0.000650104711320247
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__uncultured,11.359474925906682,0.0,0.0,11.359474925906682,11.359474925906682,11.359474925906682,G25,0.0006566249440227592
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__UCG-004,11.370455035536896,0.0,0.0,11.370455035536896,11.370455035536896,11.370455035536896,G25,0.0006616433819076308
