feature,logFC_PC_vs_NC,logFC_G25_vs_NC,logFC_G50_vs_NC,delta_G25,delta_G50,min_delta,best_dose,verified_name,id_system,verification_status,source_type,source_note
PWY-7159,15.9834588747032,15.32897115519,15.3440480597511,0.654487719513178,0.639410814952102,0.639410814952102,G50,,,,,
PWY-6317,-0.75941554463908,0.0803510284428363,-0.119589296589371,0.839766573081916,0.639826248049709,0.639826248049709,G50,,,,,
PWY-6641,3.08630635056637,2.44437342473319,0.748497593358751,0.641932925833178,2.33780875720761,0.641932925833178,G25,,,,,
PWY-5845,18.5748375812905,16.0096512033818,17.9322286045767,2.56518637790875,0.642608976713856,0.642608976713856,G50,,,,,
PWY-5850,18.5748375812905,16.0096512033818,17.9322286045767,2.56518637790875,0.642608976713856,0.642608976713856,G50,,,,,
PWY-5896,18.5748375812905,16.0096512033818,17.9322286045767,2.56518637790875,0.642608976713856,0.642608976713856,G50,,,,,
PWY-6728,1.89162974739601,-15.5700892417776,1.248391524763,17.4617189891737,0.64323822263301,0.64323822263301,G50,methylaspartate cycle,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-derived pathway pages for PWY-6728.
PWY-4361,2.73313975106374,1.77829387550201,2.08837662831471,0.954845875561728,0.644763122749032,0.644763122749032,G50,S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc.
PWY-6263,3.83235615683379,3.18750201567764,2.09183325350874,0.644854141156147,1.74052290332505,0.644854141156147,G25,,,,,
PWY0-1261,1.30140072406011,0.654997516066245,0.599719223799029,0.646403207993868,0.701681500261085,0.646403207993868,G25,,,,,
P241-PWY,1.41364509019403,0.767146116700527,-2.07512527124173,0.646498973493498,3.48877036143575,0.646498973493498,G25,,,,,
PWY-7392,0.661345250203542,-0.221859174156137,0.00944470847545922,0.883204424359679,0.651900541728083,0.651900541728083,G50,,,,,
SER-GLYSYN-PWY,0.373110312125548,-0.785807570159261,-0.283672681031697,1.15891788228481,0.656782993157245,0.656782993157245,G50,,,,,
HSERMETANA-PWY,1.3091749960568,0.0123875627573985,0.646087109345077,1.2967874332994,0.663087886711719,0.663087886711719,G50,,,,,
PWY-5121,0.667979188325249,-0.227855813041247,0.00452153928643708,0.895835001366496,0.663457649038812,0.663457649038812,G50,,,,,
PWY-6969,1.18125194818208,-0.0058437431860036,0.517437923416802,1.18709569136808,0.663814024765277,0.663814024765277,G50,,,,,
KETOGLUCONMET-PWY,0.936273572230594,-0.602026611221649,0.268277761475507,1.53830018345224,0.667995810755087,0.667995810755087,G50,,,,,
NONOXIPENT-PWY,0.695066230942828,-0.25802308199713,0.0255964852820299,0.953089312939958,0.669469745660798,0.669469745660798,G50,,,,,
PWY-7328,1.43726524250163,-0.00422581161604743,0.762096530052603,1.44149105411768,0.675168712449026,0.675168712449026,G50,,,,,
CATECHOL-ORTHO-CLEAVAGE-PWY,0.32009859790654,-1.00341612312925,0.999777317084542,1.32351472103579,0.679678719178002,0.679678719178002,G50,,,,,
TCA,1.05361117030292,-0.279942461480773,0.365987439092726,1.3335536317837,0.687623731210199,0.687623731210199,G50,,,,,
RIBOSYN2-PWY,1.16614221070464,0.138169296604127,0.476736048446832,1.02797291410051,0.689406162257803,0.689406162257803,G50,,,,,
PWY-7664,1.41275753004364,0.721999770007465,0.0971834456578072,0.690757760036173,1.31557408438583,0.690757760036173,G25,,,,,
P124-PWY,-0.864086684666964,0.0106861854223988,-0.171904290117388,0.874772870089363,0.692182394549576,0.692182394549576,G50,,,,,
BRANCHED-CHAIN-AA-SYN-PWY,0.720679295856554,-0.28514405830699,0.0246703258331125,1.00582335416354,0.696008970023441,0.696008970023441,G50,,,,,
PWY0-42,0.37436094286241,-0.60725361674441,1.07477687551923,0.98161455960682,0.700415932656819,0.700415932656819,G50,,,,,
PWYG-321,1.45241900646941,0.749169057300545,0.0877350881001298,0.703249949168865,1.36468391836928,0.703249949168865,G25,,,,,
ARGORNPROST-PWY,0.717740029910411,-0.540930625483098,0.0127920972102941,1.25867065539351,0.704947932700117,0.704947932700117,G50,,,,,
SUCSYN-PWY,15.8307464504694,15.12271209773,12.2991461998882,0.708034352739448,3.53160025058118,0.708034352739448,G25,,,,,
NADSYN-PWY,2.97697675493243,1.34627387763781,2.26490468740387,1.63070287729462,0.712072067528559,0.712072067528559,G50,,,,,
PANTO-PWY,1.49318138970257,0.543686793450117,0.780643361073736,0.949494596252457,0.712538028628838,0.712538028628838,G50,,,,,
PWY-5651,3.00999022265367,1.36312785794299,2.29619929310529,1.64686236471068,0.713790929548388,0.713790929548388,G50,,,,,
PWY-1269,2.065831824817,1.3482473949142,0.597792160360628,0.717584429902799,1.46803966445637,0.717584429902799,G25,,,,,
HEMESYN2-PWY,1.44138205937491,-0.0394906798524484,0.721153488807933,1.48087273922736,0.72022857056698,0.72022857056698,G50,,,,,
PWY-6282,1.47848907874702,0.752536833140482,0.0888967475689931,0.72595224560654,1.38959233117803,0.72595224560654,G25,,,,,
PWY-6609,1.0175646017218,-0.106633829590659,0.290776017405991,1.12419843131246,0.726788584315813,0.726788584315813,G50,,,,,
NAGLIPASYN-PWY,2.05368134462915,1.32385753134676,0.637166316997965,0.729823813282381,1.41651502763118,0.729823813282381,G25,,,,,
PWY-5918,1.51017905647031,0.178617072648766,0.78001046466023,1.33156198382154,0.730168591810077,0.730168591810077,G50,,,,,
PWY-7527,2.71335578300783,1.68433217316912,1.98269936882266,1.02902360983872,0.730656414185176,0.730656414185176,G50,,,,,
PWY-6700,1.37772481081415,0.17073743326476,0.643805794090858,1.20698737754939,0.733919016723296,0.733919016723296,G50,,,,,
PWY-5989,1.49122175351893,0.755007203817423,0.102173003028181,0.736214549701503,1.38904875049074,0.736214549701503,G25,,,,,
REDCITCYC,1.48069737181723,0.11398187829024,0.740203152287749,1.36671549352699,0.74049421952948,0.74049421952948,G50,,,,,
PWY-5104,1.63294322587047,0.889083354812001,0.874444218593523,0.74385987105847,0.758499007276948,0.74385987105847,G25,,,,,
FASYN-INITIAL-PWY,1.49729322709293,0.753161062244515,0.0908463298832764,0.74413216484842,1.40644689720966,0.74413216484842,G25,,,,,
P23-PWY,1.27996685656042,-0.144398437036121,0.535710986751824,1.42436529359654,0.744255869808591,0.744255869808591,G50,,,,,
PWY-5103,0.759464224885124,-0.332033398668199,0.0144957725300142,1.09149762355332,0.74496845235511,0.74496845235511,G50,,,,,
PWY-5647,3.02080736749494,0.446783811539796,2.27415208124037,2.57402355595515,0.746655286254576,0.746655286254576,G50,,,,,
PWY-7347,14.2446166489658,13.4979610831181,10.5731923918694,0.746655565847785,3.67142425709646,0.746655565847785,G25,,,,,
PWY-5913,0.434984101294266,-0.529868760327675,-0.311950320266895,0.964852861621941,0.746934421561162,0.746934421561162,G50,,,,,
PWY0-862,0.815256018847503,0.0582613630953175,-0.132712669081183,0.756994655752185,0.947968687928686,0.756994655752185,G25,,,,,
P122-PWY,-0.961795976590162,-0.0441864121193993,-0.201575231669289,0.917609564470763,0.760220744920873,0.760220744920873,G50,heterolactic fermentation,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-linked pathway pages.
P562-PWY,1.07143039055613,-0.00324732228795695,0.308394808211297,1.07467771284409,0.763035582344832,0.763035582344832,G50,,,,,
PWY-7371,4.11346488239552,3.34617845316731,2.34528155220671,0.767286429228208,1.76818333018881,0.767286429228208,G25,"1,4-dihydroxy-6-naphthoate biosynthesis II",MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-derived references listing PWY-7371.
PWY-5747,0.329582278603005,-0.626054486878819,1.09795732615887,0.955636765481825,0.768375047555867,0.768375047555867,G50,,,,,
PWY-6572,13.8302619942602,12.5126969235688,14.6000016760704,1.31756507069136,0.769739681810208,0.769739681810208,G50,,,,,
PWY-6545,2.35813938879165,1.58262558031126,1.43456539027578,0.77551380848039,0.923573998515867,0.77551380848039,G25,,,,,
PWY0-1298,0.76800237362949,-0.433929216273324,-0.0083941263872447,1.20193158990281,0.776396500016735,0.776396500016735,G50,,,,,
PWY-6478,3.39535910354553,2.60963662159361,0.918573136649897,0.78572248195192,2.47678596689563,0.78572248195192,G25,,,,,
PWY-6562,2.15849751515333,1.07692378989588,1.372678231293,1.08157372525745,0.785819283860333,0.785819283860333,G50,,,,,
PWY-181,1.73749523501121,0.94521851755632,-0.157024950143874,0.792276717454889,1.89452018515508,0.792276717454889,G25,,,,,
PWY0-1479,1.76590655630971,0.971210885488539,0.858140403007225,0.794695670821172,0.907766153302486,0.794695670821172,G25,,,,,
PWY-5265,1.19917371052372,0.0595038819875607,0.403135012210272,1.13966982853616,0.796038698313444,0.796038698313444,G50,,,,,
TEICHOICACID-PWY,-0.0450234276945417,-1.35584724450232,-0.847081519340622,1.31082381680778,0.80205809164608,0.80205809164608,G50,teichoic acid (poly-glycerol) biosynthesis,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-coded pathway tables in the literature.
PWY-7616,0.170803917704773,-0.897450403912595,0.973004250275151,1.06825432161737,0.802200332570378,0.802200332570378,G50,,,,,
PWY-5654,3.00476026877633,0.271105756342761,2.20201065149585,2.73365451243356,0.80274961728048,0.80274961728048,G50,,,,,
HEME-BIOSYNTHESIS-II,1.52088771268333,-0.00401465643499003,0.713267427000721,1.52490236911832,0.807620285682613,0.807620285682613,G50,,,,,
PWY-6353,1.20036611155993,0.386393654710091,0.186186052689312,0.813972456849837,1.01418005887062,0.813972456849837,G25,,,,,
HISTSYN-PWY,1.05578042602256,-0.18877160554967,0.238659081886579,1.24455203157223,0.817121344135986,0.817121344135986,G50,,,,,
ILEUSYN-PWY,0.922652699201585,-0.0940672344585854,0.094775190763339,1.01671993366017,0.827877508438246,0.827877508438246,G50,,,,,
VALSYN-PWY,0.922652699201585,-0.0940672344585854,0.094775190763339,1.01671993366017,0.827877508438246,0.827877508438246,G50,,,,,
PWY-7539,0.763192451328794,-0.576544777350935,-0.0676523961715462,1.33973722867973,0.83084484750034,0.83084484750034,G50,,,,,
PWY-5101,0.896503456435456,-0.160116910947357,0.0642882696162014,1.05662036738281,0.832215186819255,0.832215186819255,G50,,,,,
NONMEVIPP-PWY,0.816159407132969,-0.246038381593269,-0.0233788078513375,1.06219778872624,0.839538214984306,0.839538214984306,G50,,,,,
PWY-7560,0.816159407132969,-0.246038381593269,-0.0233788078513375,1.06219778872624,0.839538214984306,0.839538214984306,G50,,,,,
PWY-6467,1.97266783088447,1.13256217225853,0.506415520723581,0.840105658625942,1.46625231016089,0.840105658625942,G25,,,,,
PWY-6163,0.735814925184471,-0.523918508930593,-0.114580662475906,1.25973343411506,0.850395587660377,0.850395587660377,G50,,,,,
P42-PWY,1.60069984318488,0.588488237544453,0.7478611882781,1.01221160564043,0.852838654906784,0.852838654906784,G50,incomplete reductive TCA cycle,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-linked pathway pages.
SALVADEHYPOX-PWY,1.30422946167309,0.446031486827686,0.0914622912344039,0.858197974845405,1.21276717043869,0.858197974845405,G25,,,,,
PWY-6397,1.56104933176857,0.695790345346387,-0.188861019071944,0.865258986422181,1.74991035084051,0.865258986422181,G25,,,,,
PWY0-1296,0.964926967764503,-0.437036264661593,0.0878747429296879,1.4019632324261,0.877052224834815,0.877052224834815,G50,,,,,
PWY-3781,1.46542772616672,0.216485031709142,0.584360298367261,1.24894269445757,0.881067427799455,0.881067427799455,G50,,,,,
ARO-PWY,0.798737270688654,-0.484498975202734,-0.0842146315040377,1.28323624589139,0.882951902192692,0.882951902192692,G50,,,,,
P441-PWY,1.45562697677964,0.558520321210222,0.569909604189314,0.897106655569415,0.885717372590324,0.885717372590324,G50,,,,,
PWY-6147,0.540731734442212,-0.842195091379061,-0.347022207816281,1.38292682582127,0.887753942258493,0.887753942258493,G50,,,,,
PWY-3801,16.2714675473395,17.1730853904263,15.2171967492677,0.901617843086832,1.05427079807182,0.901617843086832,G25,,,,,
PWY-7111,0.987551506624633,-0.110542459688537,0.0851194436195787,1.09809396631317,0.902432063005054,0.902432063005054,G50,,,,,
COMPLETE-ARO-PWY,0.800385262274027,-0.49212267585886,-0.10833755258119,1.29250793813289,0.908722814855216,0.908722814855216,G50,,,,,
PWY-6749,6.71391002460984,5.7943874913126,2.46860396217275,0.91952253329724,4.24530606243709,0.91952253329724,G25,,,,,
P108-PWY,1.82659788937933,0.891930754397442,0.730618389339441,0.934667134981884,1.09597950003989,0.934667134981884,G25,,,,,
P381-PWY,1.70593668080109,0.771114017449599,0.51435802511767,0.934822663351495,1.19157865568342,0.934822663351495,G25,,,,,
PWY-5505,1.92723045546372,0.989388581074218,0.800502886873314,0.937841874389499,1.1267275685904,0.937841874389499,G25,,,,,
PWY-5180,3.27067967622632,2.3302332333608,2.1853389254965,0.94044644286552,1.08534075072982,0.94044644286552,G25,,,,,
PWY-5182,3.27067967622632,2.3302332333608,2.1853389254965,0.94044644286552,1.08534075072982,0.94044644286552,G25,,,,,
ENTBACSYN-PWY,1.95531114829826,0.134913552741779,1.00991530450395,1.82039759555648,0.945395843794302,0.945395843794302,G50,,,,,
P163-PWY,2.23864737365966,-0.230599513407939,1.28811596616626,2.4692468870676,0.950531407493393,0.950531407493393,G50,,,,,
PWY-5022,1.53832908388502,-0.245640716364724,0.582660506603572,1.78396980024975,0.955668577281452,0.955668577281452,G50,,,,,
PWY-5655,2.7829556219143,0.765980204686981,1.81500882156728,2.01697541722731,0.967946800347017,0.967946800347017,G50,,,,,
ARG+POLYAMINE-SYN,2.77917832791443,1.66792220173667,1.81120036961036,1.11125612617775,0.967977958304065,0.967977958304065,G50,,,,,
PWY-3661,1.01379530762414,-2.32647101020803,0.0445125978540445,3.34026631783217,0.969282709770098,0.969282709770098,G50,,,,,
GALACTARDEG-PWY,3.6948363267326,2.71866663572749,1.21285964442592,0.976169691005104,2.48197668230668,0.976169691005104,G25,,,,,
GLUCARGALACTSUPER-PWY,3.6948363267326,2.71866663572749,1.21285964442592,0.976169691005104,2.48197668230668,0.976169691005104,G25,,,,,
PWY0-1415,1.30508842110269,-0.131999714381206,0.324086608170137,1.4370881354839,0.981001812932558,0.981001812932558,G50,,,,,
PWY-6590,2.35398821765525,1.36980645920994,1.12747747922113,0.984181758445309,1.22651073843412,0.984181758445309,G25,,,,,
THISYN-PWY,1.63942770896212,0.54350864310904,0.647090582258072,1.09591906585308,0.992337126704049,0.992337126704049,G50,,,,,
TRPSYN-PWY,1.43371241524175,0.219576989415626,0.430318956379413,1.21413542582612,1.00339345886233,1.00339345886233,G50,,,,,
GLYCOL-GLYOXDEG-PWY,0.784878171927585,-0.324151216687948,-0.220310915174329,1.10902938861553,1.00518908710191,1.00518908710191,G50,,,,,
PWY-5507,2.00934083097454,0.992142623489657,0.999968513124334,1.01719820748488,1.0093723178502,1.0093723178502,G50,,,,,
PWY-5417,1.4873602939609,0.477859225631551,0.301062656015464,1.00950106832935,1.18629763794544,1.00950106832935,G25,,,,,
PWY-5431,1.4873602939609,0.477859225631551,0.301062656015464,1.00950106832935,1.18629763794544,1.00950106832935,G25,,,,,
PWY-7003,2.33652438979315,0.569425075731562,1.32012727095476,1.76709931406159,1.0163971188384,1.0163971188384,G50,,,,,
TYRFUMCAT-PWY,1.64583534478514,0.293286233512099,0.628457791708366,1.35254911127304,1.01737755307677,1.01737755307677,G50,,,,,
POLYAMINSYN3-PWY,3.56742143278933,2.54448175239161,2.50303069584514,1.02293968039772,1.06439073694419,1.02293968039772,G25,,,,,
PWY-5188,1.87087816320626,0.500151071280306,0.837474475909165,1.37072709192596,1.0334036872971,1.0334036872971,G50,,,,,
GLUCOSE1PMETAB-PWY,-0.0827080452424046,-1.42549345252256,0.951170856825591,1.34278540728016,1.033878902068,1.033878902068,G50,glucose and glucose-1-phosphate degradation,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-derived pathway pages for GLUCOSE1PMETAB-PWY.
GLUCUROCAT-PWY,1.5674716401676,0.530145686898798,0.332973357577715,1.03732595326881,1.23449828258989,1.03732595326881,G25,,,,,
CENTFERM-PWY,2.43866750321458,1.39622681156749,1.14162978605256,1.04244069164709,1.29703771716202,1.04244069164709,G25,,,,,
PWY-5189,1.96003569683267,0.595494963984255,0.913612563978559,1.36454073284842,1.04642313285412,1.04642313285412,G50,,,,,
PWY-6608,1.34196484636088,0.243176633831558,0.293147211942618,1.09878821252932,1.04881763441826,1.04881763441826,G50,,,,,
PWY-6588,2.59026799076773,0.817632493639114,1.53927963769655,1.77263549712861,1.05098835307118,1.05098835307118,G50,,,,,
CODH-PWY,2.40806416052561,1.3541228618168,0.150551451469664,1.05394129870881,2.25751270905595,1.05394129870881,G25,,,,,
PWY-5028,2.65886618736347,1.60205939119404,0.906413081021098,1.05680679616943,1.75245310634237,1.05680679616943,G25,,,,,
PWY-7198,13.0794937666223,0,12.0217413743313,13.0794937666223,1.05775239229096,1.05775239229096,G50,,,,,
PWY-7210,13.5921239377412,0,12.5342786069014,13.5921239377412,1.05784533083983,1.05784533083983,G50,,,,,
PWY-5705,1.70030045205945,-0.275274497332951,0.639570919238043,1.9755749493924,1.06072953282141,1.06072953282141,G50,,,,,
RUMP-PWY,1.38822019659291,0.323412240903791,0.30424099450385,1.06480795568912,1.08397920208906,1.06480795568912,G25,,,,,
PWY0-41,1.70062522204687,-0.279194758141092,0.619746667079317,1.97981998018796,1.08087855496755,1.08087855496755,G50,,,,,
PWY-5529,15.5854409428684,14.4893862094509,0,1.09605473341751,15.5854409428684,1.09605473341751,G25,,,,,
PWY-7332,3.55269043579403,-14.9294405351927,2.45468267426962,18.4821309709867,1.09800776152441,1.09800776152441,G50,,,,,
PWY-7242,2.05951008901192,0.958874901766065,0.935958985258691,1.10063518724585,1.12355110375323,1.10063518724585,G25,,,,,
GLCMANNANAUT-PWY,2.4190298312167,1.31006260849102,0.787792652025036,1.10896722272568,1.63123717919166,1.10896722272568,G25,,,,,
PWY-6892,2.51922980748509,1.40911088454528,1.27197069553114,1.11011892293981,1.24725911195395,1.11011892293981,G25,,,,,
PWY0-1241,1.72313350873802,0.612080148117814,-0.00564883369978082,1.1110533606202,1.7287823424378,1.1110533606202,G25,,,,,
PWY-6182,1.44827407984033,0.33618809687817,0.20893740109185,1.11208598296216,1.23933667874848,1.11208598296216,G25,,,,,
P281-PWY,2.27382863309676,1.14943490826311,0.899030780867492,1.12439372483365,1.37479785222926,1.12439372483365,G25,,,,,
PWY-6269,2.68034080805083,1.55469955088102,1.05051770088843,1.12564125716981,1.6298231071624,1.12564125716981,G25,,,,,
PWY-5509,2.67740017287788,1.55110612179243,1.04997910718176,1.12629405108545,1.62742106569611,1.12629405108545,G25,,,,,
METH-ACETATE-PWY,4.38086957108857,3.25200522908165,2.95184301428662,1.12886434200691,1.42902655680195,1.12886434200691,G25,,,,,
PWY-1541,2.71606251341976,1.58317145383854,0.981193350197013,1.13289105958122,1.73486916322274,1.13289105958122,G25,,,,,
COBALSYN-PWY,2.52521646692663,1.38622641436044,0.933740643025164,1.13899005256618,1.59147582390146,1.13899005256618,G25,,,,,
PWY-5345,1.88257290683147,0.651296378964334,0.738155104763128,1.23127652786714,1.14441780206834,1.14441780206834,G50,,,,,
PWY-7376,1.76463036750922,0.618634165301292,0.268322868383427,1.14599620220792,1.49630749912579,1.14599620220792,G25,,,,,
PWY-4984,1.81433063892594,0.273040796724954,0.665533902445463,1.54128984220098,1.14879673648047,1.14879673648047,G50,,,,,
P164-PWY,2.19490076924852,0.863025330535993,1.0340349885441,1.33187543871253,1.16086578070442,1.16086578070442,G50,,,,,
PWY-4722,16.0378139431355,0,14.8760813007373,16.0378139431355,1.16173264239815,1.16173264239815,G50,,,,,
PWY-5920,1.77612327438793,0.485362716273223,0.611783763457346,1.29076055811471,1.16433951093058,1.16433951093058,G50,,,,,
UBISYN-PWY,2.14528908830215,0.976411203505684,0.79946456103349,1.16887788479647,1.34582452726867,1.16887788479647,G25,,,,,
PWY-5855,2.09513164837061,0.925689886016942,0.845414496925156,1.16944176235366,1.24971715144545,1.16944176235366,G25,,,,,
PWY-5856,2.09513164837061,0.925689886016942,0.845414496925156,1.16944176235366,1.24971715144545,1.16944176235366,G25,,,,,
PWY-5857,2.09513164837061,0.925689886016942,0.845414496925156,1.16944176235366,1.24971715144545,1.16944176235366,G25,,,,,
PWY-6708,2.09513164837061,0.925689886016942,0.845414496925156,1.16944176235366,1.24971715144545,1.16944176235366,G25,,,,,
P341-PWY,11.965523010634,0,13.1442556532434,11.965523010634,1.17873264260938,1.17873264260938,G50,,,,,
PWY-6185,2.51826072202582,1.33304943720243,0.441532666399761,1.18521128482339,2.07672805562606,1.18521128482339,G25,,,,,
PWY-6944,13.9328981241212,12.7470198145641,0,1.18587830955711,13.9328981241212,1.18587830955711,G25,,,,,
PWY-6630,2.12412305771333,0.85212100540041,0.919240531606302,1.27200205231292,1.20488252610703,1.20488252610703,G50,,,,,
PWY-6628,2.13435834231747,0.873748766580319,0.929086503985475,1.26060957573715,1.20527183833199,1.20527183833199,G50,,,,,
SULFATE-CYS-PWY,1.73755834909338,0.34729870545622,0.528965040166933,1.39025964363716,1.20859330892645,1.20859330892645,G50,,,,,
PWY490-3,3.32796273565814,2.11862968454778,1.7186408219934,1.20933305111036,1.60932191366474,1.20933305111036,G25,,,,,
PWY-1861,1.51370737116831,0.0974326916107767,0.301040625127494,1.41627467955754,1.21266674604082,1.21266674604082,G50,,,,,
POLYAMSYN-PWY,3.55992013058481,2.32798656612712,2.04828899365123,1.23193356445769,1.51163113693358,1.23193356445769,G25,,,,,
PWY-5181,2.44811524779829,1.2094442029604,0.466601744283079,1.23867104483789,1.98151350351521,1.23867104483789,G25,,,,,
PWY-5415,3.10174430455903,1.85981918512784,1.6287667592206,1.24192511943119,1.47297754533843,1.24192511943119,G25,,,,,
PWY0-321,2.55459813361927,1.2900592851428,0.573393596112182,1.26453884847647,1.98120453750708,1.26453884847647,G25,,,,,
METHYLGALLATE-DEGRADATION-PWY,3.17737871577275,1.89913259921345,-0.166660334834482,1.2782461165593,3.34403905060723,1.2782461165593,G25,,,,,
GALLATE-DEGRADATION-II-PWY,15.1298428487478,13.849473217265,11.7821649917987,1.28036963148277,3.34767785694907,1.28036963148277,G25,,,,,
GALLATE-DEGRADATION-I-PWY,3.18077610579031,1.90040647430754,-0.166901751158766,1.28036963148277,3.34767785694907,1.28036963148277,G25,,,,,
PPGPPMET-PWY,1.61378887344039,0.168354020041039,0.327241614034066,1.44543485339935,1.28654725940633,1.28654725940633,G50,,,,,
PWY-7094,2.03503493077176,0.739969294640112,0.646707440680862,1.29506563613165,1.3883274900909,1.29506563613165,G25,,,,,
PWY-5419,3.58413427616494,0.199195738790526,2.28503170377892,3.38493853737441,1.29910257238602,1.29910257238602,G50,,,,,
LEU-DEG2-PWY,1.69781777105407,0.277228453237935,0.392225531364167,1.42058931781613,1.3055922396899,1.3055922396899,G50,,,,,
PWY-6703,2.27293921953773,0.959970146774851,0.790017903972852,1.31296907276288,1.48292131556488,1.31296907276288,G25,,,,,
CRNFORCAT-PWY,2.02402057104218,0.707899458039508,0.462974076329631,1.31612111300267,1.56104649471255,1.31612111300267,G25,,,,,
ALL-CHORISMATE-PWY,18.8596399952358,16.4808887193416,17.5307955310319,2.37875127589421,1.3288444642039,1.3288444642039,G50,superpathway of chorismate metabolism,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc page for ALL-CHORISMATE-PWY.
PWY-6891,2.75928635248642,1.41631671869442,1.33450134619251,1.342969633792,1.42478500629392,1.342969633792,G25,,,,,
P101-PWY,2.09259781433047,0.171500969986619,0.74777034200351,1.92109684434385,1.34482747232696,1.34482747232696,G50,,,,,
HISDEG-PWY,2.23716225629672,0.85138420464216,0.883294803770197,1.38577805165456,1.35386745252653,1.35386745252653,G50,,,,,
NAD-BIOSYNTHESIS-II,1.73645273152356,0.297891507021276,0.349784264422344,1.43856122450228,1.38666846710122,1.38666846710122,G50,,,,,
P221-PWY,2.19326694717315,0.790183285516228,0.766590966796674,1.40308366165693,1.42667598037648,1.40308366165693,G25,,,,,
PWY-7377,2.85624657995426,1.44660342987597,1.29107128423457,1.40964315007828,1.56517529571969,1.40964315007828,G25,,,,,
THREOCAT-PWY,-0.0385953153976701,1.87012532291025,1.37222723443041,1.90872063830792,1.41082254982808,1.41082254982808,G50,,,,,
PWY-5676,2.99786527883015,1.46645274914085,1.58161822073625,1.5314125296893,1.41624705809391,1.41624705809391,G50,,,,,
PWY-7237,1.91551770946441,0.336449065469322,0.466260315835266,1.57906864399509,1.44925739362914,1.44925739362914,G50,,,,,
FAO-PWY,2.18538525288718,0.731873524990096,0.658102220595302,1.45351172789709,1.52728303229188,1.45351172789709,G25,,,,,
PWY-5005,3.48886776763851,2.01203636159057,1.63906625114809,1.47683140604794,1.84980151649041,1.47683140604794,G25,,,,,
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,1.57308351003504,0.0900490561947692,-0.037462862689969,1.48303445384028,1.61054637272501,1.48303445384028,G25,,,,,
PWY-5420,3.55985823962668,0.49991218493399,2.07137735210797,3.05994605469269,1.48848088751871,1.48848088751871,G50,,,,,
PWY-5941,0.731390283722017,-0.774765407025577,-0.78788966126371,1.50615569074759,1.51927994498573,1.50615569074759,G25,,,,,
PWY0-1533,1.67989687650156,0.149132701946409,-0.201738039326909,1.53076417455515,1.88163491582847,1.53076417455515,G25,,,,,
PWY-6210,12.0321873098867,10.4971001199104,10.357706915022,1.53508718997625,1.67448039486474,1.53508718997625,G25,,,,,
SO4ASSIM-PWY,2.09825132960455,0.530008692281097,0.557278813587418,1.56824263732345,1.54097251601713,1.54097251601713,G50,,,,,
PWY-6071,2.12398846235023,0.532011926700596,0.536073431393246,1.59197653564964,1.58791503095699,1.58791503095699,G50,,,,,
PWY-5741,1.72904816236911,-0.181072873091507,0.125757969370201,1.91012103546062,1.60329019299891,1.60329019299891,G50,,,,,
PWY-5304,2.76278984054293,1.11023634720931,0.660674794313608,1.65255349333362,2.10211504622932,1.65255349333362,G25,,,,,
PWY-6107,3.52762283107347,1.8629227498191,0.211542656514098,1.66470008125438,3.31608017455937,1.66470008125438,G25,,,,,
PWY-5178,15.7997083609835,13.9103063008876,14.1224538353974,1.88940206009595,1.67725452558616,1.67725452558616,G50,toluene degradation IV (aerobic) (via catechol),MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc page for PWY-5178.
PWY-5677,4.22034287114646,2.50470182409935,1.5665869892719,1.7156410470471,2.65375588187456,1.7156410470471,G25,,,,,
PWY-7090,2.60661423100675,-12.6773906425917,0.882130143954412,15.2840048735985,1.72448408705234,1.72448408705234,G50,,,,,
PWY-1622,3.50195496411475,0.740092837312135,1.75397898186456,2.76186212680262,1.74797598225019,1.74797598225019,G50,,,,,
PWY-5532,12.0293322837304,13.7784103450226,0,1.74907806129215,12.0293322837304,1.74907806129215,G25,,,,,
DENITRIFICATION-PWY,2.30323950226787,-0.754959147716104,0.425174086237766,3.05819864998397,1.8780654160301,1.8780654160301,G50,,,,,
PWY-7431,2.79601161307092,0.905795880660571,0.355187388742622,1.89021573241035,2.4408242243283,1.89021573241035,G25,,,,,
PWY-6876,3.21640356156724,1.2557088680011,-0.399966640983534,1.96069469356615,3.61637020255078,1.96069469356615,G25,,,,,
PWY-5183,14.7006046181066,0,12.6789907286332,14.7006046181066,2.02161388947337,2.02161388947337,G50,,,,,
PWY-1882,2.6351348763731,-13.3105778902971,0.579393834545115,15.9457127666702,2.05574104182799,2.05574104182799,G50,,,,,
PWY-6992,1.67650600387512,-14.1601210651609,-0.472540551431408,15.836627069036,2.14904655530652,2.14904655530652,G50,,,,,
