feature,kw_statistic,kw_pvalue,mean_NC,mean_PC,mean_G25,mean_G50,kw_qvalue,verified_name,id_system,verification_status,source_type,source_note
PWY-5677,5.80239852398523,0.121629884111194,1.18509143670859e-05,0.000220920661677426,6.72624105521245e-05,3.51047438387704e-05,0.307875644156461,,,,,
TCA,5.76210526315789,0.12377571515467,0.0017467134776919,0.00362568747393137,0.00143863472903719,0.00225110070611853,0.31136127104125,,,,,
PWY-1861,5.74473684210527,0.124711756054189,0.00119636140648266,0.00341612657520475,0.00127994875155925,0.00147395668480349,0.311779390135472,,,,,
PWY-7254,5.72736842105263,0.125654534864854,0.00107667532355627,0.00257792449769,0.00107314895527079,0.00171603006298343,0.312209120369729,,,,,
HOMOSER-METSYN-PWY,5.69105263157894,0.127647767383658,0.00271542270200399,0.00305926170042435,0.00135790634613976,0.00260765571417794,0.315227718234034,,,,,
COBALSYN-PWY,5.61999999999999,0.131634883276763,0.000331723016387008,0.00190960080763092,0.00086710590875156,0.000633665658770611,0.319658656690729,,,,,
P164-PWY,5.60017605633802,0.132768251179854,0.000516648811771029,0.00236552237853339,0.000939706703277039,0.00105796527448728,0.319658656690729,,,,,
PWY-5910,5.59631578947368,0.132990024738759,0.00832188658817515,0.00562562743829828,0.00525883646818839,0.00735672425237897,0.319658656690729,superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc.
PWY-5088,5.57529411764706,0.134203914606233,1.12925762980461e-05,8.73005848388766e-05,0,7.74875673962976e-05,0.319658656690729,,,,,
PENTOSE-P-PWY,5.55947368421053,0.135124391018295,0.00488643664509124,0.00573245918823204,0.00324553118014064,0.0044732310381149,0.319658656690729,,,,,
FUC-RHAMCAT-PWY,5.54947183098592,0.135709415181533,5.48826219774821e-05,0.000223009095448425,0.000157570193795211,0.000112246217226884,0.319658656690729,,,,,
PWY0-42,5.54894736842105,0.135740158063065,0.000243589606838974,0.00031575703472226,0.000159902873328092,0.000513097346982889,0.319658656690729,,,,,
PWY-7456,5.54867256637168,0.135756269014334,4.67868630457627e-05,0.000339122864703808,0.000295929011403146,0.00016845673977736,0.319658656690729,"beta-(1,4)-mannan degradation",MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-derived pathway pages for PWY-7456.
HEXITOLDEGSUPER-PWY,5.53421052631579,0.136606707362599,0.00197738211423422,0.00270639680564889,0.0011981982893401,0.00246289891908078,0.31980182937487,,,,,
PWY-7616,5.48526315789474,0.139522705452415,0.000363456928819353,0.000409138349202533,0.00019511579616649,0.000713439258977497,0.324751124759931,,,,,
P105-PWY,5.45894736842105,0.14111474192833,0.00133656859375658,0.00247103854724679,0.00103909573111245,0.00191703269058193,0.326579831319849,,,,,
GLYCOL-GLYOXDEG-PWY,5.42999999999999,0.14288585764634,0.000223589471820427,0.000385233492272758,0.000178595956217288,0.000191924684664769,0.328799842879361,,,,,
PWY-7237,5.40000000000001,0.144743579414855,0.000233416715835547,0.000880565385146454,0.000294722710064786,0.000322471107338626,0.329794177923417,,,,,
PWY-5180,5.36220368744513,0.147116632875447,4.04490285583101e-05,0.000390382561020384,0.000203416790478811,0.000183979332681422,0.329794177923417,,,,,
PWY-5182,5.36220368744513,0.147116632875447,4.04490285583101e-05,0.000390382561020384,0.000203416790478811,0.000183979332681422,0.329794177923417,,,,,
NONMEVIPP-PWY,5.3578947368421,0.147389496800342,0.0021789426398732,0.00383649243882396,0.00183730318416081,0.00214391751355109,0.329794177923417,,,,,
PWY-7560,5.3578947368421,0.147389496800342,0.0021789426398732,0.00383649243882396,0.00183730318416081,0.00214391751355109,0.329794177923417,,,,,
GLUTORN-PWY,5.33842105263159,0.148628645947245,0.00201314777856557,0.00264977027379272,0.00127732676525978,0.00171453368765321,0.330423677556735,,,,,
THISYN-PWY,5.3278947368421,0.14930255059971,0.000698620886989046,0.00217650116534725,0.00101824940599796,0.00109404570532936,0.330423677556735,,,,,
P163-PWY,5.29486725663716,0.151435793981807,5.43697182161364e-05,0.000256603979113804,4.6338111174722e-05,0.000132777150088636,0.333323350883868,,,,,
P621-PWY,5.27586206896551,0.152676355513133,0,2.6064501206358e-05,2.54019100358018e-05,0,0.333475842230604,,,,,
PWY-5840,5.25684210526316,0.153927483749048,0.00165068731902125,0.0024161482169728,0.00110193202316553,0.00194891484065745,0.333475842230604,,,,,
PWY-6263,5.24578947368421,0.154658961994367,3.80394942370335e-05,0.000541875488874168,0.000346560144182762,0.000162161602669671,0.333475842230604,,,,,
CATECHOL-ORTHO-CLEAVAGE-PWY,5.24368421052633,0.154798662566305,0.000216748311635608,0.000270592279655083,0.00010811734163864,0.000433430717040231,0.333475842230604,,,,,
PWY-5509,5.15105263157895,0.161064644150379,0.000281520720217943,0.00180089929821859,0.000824975118405787,0.000582889683115961,0.335351958888006,,,,,
PWY-6269,5.15105263157895,0.161064644150379,0.000281612789084746,0.00180516397240631,0.0008273029827312,0.000583298030990674,0.335351958888006,,,,,
CRNFORCAT-PWY,5.14014084507042,0.161818298090577,5.53175482343405e-05,0.000224988203275982,9.03576523141424e-05,7.62490017989279e-05,0.335351958888006,,,,,
METHGLYUT-PWY,5.11761363636364,0.163384718640158,1.25728490553557e-05,3.17393557213977e-05,3.33692399138386e-06,2.13584987568167e-05,0.335351958888006,,,,,
GOLPDLCAT-PWY,5.10684210526315,0.164138745349041,0.000196150354038173,0.000277510893628607,7.00894001523494e-05,0.000288571820173656,0.335351958888006,,,,,
PWY0-1533,5.08521126760564,0.165662841338258,0.000129562497166204,0.000415126984949869,0.00014367230379254,0.000112654775322377,0.335351958888006,,,,,
GLYCOLYSIS-E-D,5.05947368421052,0.16749363180306,0.00369227024189504,0.00376958972053143,0.00172869229361975,0.00329793211306183,0.335351958888006,Entner-Doudoroff pathway,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-linked references for GLYCOLYSIS-E-D.
SALVADEHYPOX-PWY,5.0542105263158,0.167870350279786,0.000663637876356013,0.00163886712487345,0.000904066122470672,0.000707072746788776,0.335351958888006,,,,,
PWY490-3,5.05157894736841,0.168059007947643,0.000112781078556,0.00113254722091132,0.000489790426796416,0.000371194355440939,0.335351958888006,,,,,
PWY-5897,5.04842105263158,0.168285660108024,0.00153270560378579,0.00228499205121216,0.00102104664881807,0.00182329158299682,0.335351958888006,,,,,
PWY-5898,5.04842105263158,0.168285660108024,0.00153270560378579,0.00228499205121216,0.00102104664881807,0.00182329158299682,0.335351958888006,,,,,
PWY-5899,5.04842105263158,0.168285660108024,0.00153270560378579,0.00228499205121216,0.00102104664881807,0.00182329158299682,0.335351958888006,,,,,
RUMP-PWY,5.04368421052631,0.168626176884101,0.00109091004551107,0.0028555193450773,0.00136504134706636,0.00134702197843916,0.335351958888006,,,,,
MET-SAM-PWY,5.04315789473684,0.168664052012389,0.00456617105826176,0.00445364665905271,0.00240268051903246,0.00438449274726864,0.335351958888006,,,,,
PWY-6901,5.04210526315789,0.168739826245285,0.0042114969337764,0.004632684516227,0.00218796241626553,0.00344453949966452,0.335351958888006,,,,,
TEICHOICACID-PWY,5.03526315789473,0.169233138759366,0.00310650687332396,0.00301105655136144,0.00121372811101544,0.00172693209556513,0.335351958888006,teichoic acid (poly-glycerol) biosynthesis,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-coded pathway tables in the literature.
FUCCAT-PWY,5.02816901408451,0.169746053264299,3.04453316779373e-05,0.000164633163653887,0.000127437848715782,6.36764078096467e-05,0.335351958888006,,,,,
ENTBACSYN-PWY,5.00346795434593,0.171543379701797,0.000138653357212619,0.000537699980387305,0.000152245230285489,0.000279220156507148,0.336541244565473,,,,,
TCA-GLYOX-BYPASS,4.96473684210525,0.174397571923682,0.000818253350712002,0.00161783118665294,0.000675801921398144,0.00124617958310667,0.336541244565473,,,,,
PWY-5121,4.96421052631578,0.174436662431177,0.00277468212107115,0.00440854284534532,0.00236930938423613,0.00278339187527816,0.336541244565473,,,,,
PWY-7392,4.95368421052632,0.175220199864541,0.00260161981960767,0.00411460975744386,0.00223078409021943,0.00261870739184645,0.336541244565473,,,,,
PWY-6185,4.94360795454546,0.175973326256499,1.61982653387077e-05,9.28031363127572e-05,4.08105590237581e-05,2.19983523565781e-05,0.336541244565473,,,,,
PWY0-321,4.94360795454546,0.175973326256499,2.50220254669839e-05,0.000147010220449173,6.11898320946637e-05,3.72337540637778e-05,0.336541244565473,,,,,
GLUCUROCAT-PWY,4.94105263157894,0.176164799624396,0.000446830692633047,0.00132434038266244,0.000645257482978681,0.000562831202045501,0.336541244565473,,,,,
PWY-6107,4.83941176470588,0.18394101720374,6.43925071264411e-06,7.42706478950136e-05,2.34250141700096e-05,7.45633167432267e-06,0.348553654947296,,,,,
PWY-7315,4.83642857142857,0.184174030021534,2.27110242838187e-05,0.000181365906035277,0.000160447275580708,8.43775057256966e-05,0.348553654947296,,,,,
AST-PWY,4.82152173913043,0.185342519567337,0,1.21754774449514e-05,2.82296797247555e-05,1.22102042732303e-05,0.34913358337103,L-arginine degradation II (AST pathway),MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-linked pathway pages for AST-PWY.
PWY-6353,4.75947368421052,0.190281014148966,0.000894988882343421,0.00205666766410823,0.00116985984628024,0.00101827547944617,0.356776901529311,,,,,
PWY-7003,4.74842105263158,0.191173490434887,0.000234370520306637,0.00118377291023617,0.000347790421196597,0.000585196879601513,0.356798449889996,,,,,
PWY-6992,4.72577319587629,0.193014461601323,1.83061686696252e-05,5.85183883139744e-05,0,1.31928731006654e-05,0.358581912607963,,,,,
PWY-7431,4.71426690079017,0.193956087690087,0.000135307541525327,0.000939740868774338,0.000253510078512509,0.000173079153205866,0.358685915591258,,,,,
GLYOXYLATE-BYPASS,4.67999999999999,0.196785749822121,0.000545345829748818,0.00112346306395308,0.000454825103712592,0.000879633885870985,0.362264675808904,,,,,
PWY-6397,4.62473684210526,0.201430272473717,6.1836291700187e-05,0.000182461295390077,0.000100161285359855,5.42487359516274e-05,0.369136924669029,,,,,
GLYCOLYSIS-TCA-GLYOX-BYPASS,4.60947368421053,0.20273088589002,0.00144765162588805,0.0023266353924241,0.00104947337667649,0.00198142026677611,0.369846886420982,,,,,
ARGDEG-PWY,4.57407407407406,0.20577745260899,0,0,0,9.82797933853963e-06,0.370399414696181,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc page for ARGDEG-PWY.
ORNARGDEG-PWY,4.57407407407406,0.20577745260899,0,0,0,9.82797933853963e-06,0.370399414696181,superpathway of L-arginine and L-ornithine degradation,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc page for ORNARGDEG-PWY.
ORNDEG-PWY,4.57407407407406,0.20577745260899,0,0,0,9.53281751447158e-06,0.370399414696181,superpathway of ornithine degradation,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-derived pathway pages for ORNDEG-PWY.
PWY-3661,4.56066371681416,0.206942630734844,0.000139611083324275,0.000281905964248238,2.78336298061746e-05,0.00014398578507445,0.370711423001031,,,,,
PWY-6588,4.55105263157895,0.207781464249961,0.000116683916901776,0.000702687883841352,0.000205657482659921,0.000339142942068157,0.370711423001031,,,,,
PWY-5695,4.52526315789473,0.210047910462511,0.00210361266350396,0.00380987331171513,0.00201449122231351,0.00285645072639934,0.373111419900513,,,,,
PWY-6876,4.50339366515837,0.211987779852721,2.30799234940447e-05,0.000214528554870993,5.51126554101082e-05,1.74914735238263e-05,0.373920596878681,,,,,
KDO-NAGLIPASYN-PWY,4.49147727272727,0.213051756153834,9.103275676132e-06,5.83371399933518e-05,3.50530425794584e-05,7.40071550605495e-05,0.373920596878681,,,,,
ARGORNPROST-PWY,4.48789473684211,0.213372594079754,0.00113063468571412,0.00185944669672694,0.000777115884323968,0.00114070439021101,0.373920596878681,,,,,
P101-PWY,4.46602282704126,0.215341070251436,4.30481685851463e-05,0.000183610331182792,4.84822477822022e-05,7.22869770048502e-05,0.373920596878681,,,,,
PWY-922,4.44368421052631,0.217368869849026,0.00740644907864232,0.00502555701110295,0.00443336406150484,0.00646211867856139,0.373920596878681,mevalonate pathway I (eukaryotes and bacteria),MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc.
PWY-5181,4.43565340909091,0.218102171315359,2.51147346517039e-05,0.000137056248387063,5.80787675117676e-05,3.4705195364485e-05,0.373920596878681,,,,,
DTDPRHAMSYN-PWY,4.43421052631579,0.21823416445518,0.00294226567197486,0.00320428952493624,0.00165894876773574,0.00229055052887222,0.373920596878681,,,,,
PWY-6895,4.43263157894737,0.218378689151427,0.000575975359406857,0.0014099997202495,0.000822241701882482,0.000942233159671157,0.373920596878681,,,,,
PWY-6608,4.42789473684211,0.218812793729006,0.000917616505109064,0.002326125675732,0.00108608733917635,0.0011243652315217,0.373920596878681,,,,,
PWY-5419,4.40724431818181,0.220714609943206,7.85161732908175e-06,9.41763269643818e-05,9.01426145688745e-06,3.82706792275109e-05,0.375585785827724,,,,,
PWY1G-0,4.38684210526316,0.222608535199588,0.000366113406700405,0.000501606852273605,0.000225958261424184,0.000594974435889741,0.377223668434448,,,,,
PWY-6396,4.35526315789474,0.22556955236596,0.00121878822352168,0.00107647295399967,0.000369452013461147,0.000990475963361131,0.380155300141965,,,,,
PWY-5505,4.34842105263158,0.226215869961021,0.000413471669537431,0.00157253640198495,0.000820884242763641,0.000720147712563896,0.380155300141965,,,,,
PWY-7373,4.32880434782608,0.228078362890443,1.96177924123886e-06,1.13960683729407e-05,0,0,0.381701392440617,,,,,
PWY-5430,4.28152173913043,0.232625697266802,1.03227098203947e-05,8.24169821566861e-05,1.16553885891792e-05,1.42746575103498e-05,0.3867232379571,,,,,
PWY-6478,4.27778280542986,0.232988814966747,1.84218955923693e-05,0.000193847670629682,0.000112443130813489,3.48227838241648e-05,0.3867232379571,,,,,
PWY-5420,4.25383522727272,0.235326925003543,1.01294856313763e-05,0.000119467765306796,1.43247981531318e-05,4.25761884951533e-05,0.389009814801776,,,,,
NAD-BIOSYNTHESIS-II,4.2116814159292,0.239494953216303,3.06690545314397e-05,0.000102196178643607,3.7703121584796e-05,3.90839988722698e-05,0.394290471758548,,,,,
P108-PWY,4.19578947368421,0.241083776929144,0.000543021922212157,0.00192609938139,0.00100766376682944,0.000901064191590713,0.394900316302677,,,,,
P562-PWY,4.16736842105263,0.243949298890217,0.000162962393768098,0.00034246916754686,0.000162595996492494,0.000201801316953155,0.394900316302677,,,,,
PWY-5415,4.15430201931518,0.245277129877578,2.87215664882107e-05,0.00024656961476999,0.000104251050245912,8.88231159848447e-05,0.394900316302677,,,,,
PWY-6737,4.15421052631578,0.245286450808414,0.00253351548991535,0.00346810636487288,0.00192311592573775,0.00231711999761297,0.394900316302677,,,,,
PWY-5837,4.15000000000001,0.24571575236611,0.000820958638266225,0.00148443001308484,0.000542255201278025,0.00105499856570181,0.394900316302677,,,,,
PWY-5863,4.15000000000001,0.24571575236611,0.000928162837530033,0.00161986612522471,0.000610047290459598,0.00118578643343507,0.394900316302677,,,,,
PWY-7200,4.11210526315789,0.249610466752029,0.00454268536092774,0.0055922696453553,0.00453238521005243,0.00589393693967767,0.399574067330322,,,,,
PWY-7255,4.06154867256637,0.254894225516399,1.41291431713929e-05,8.39368616039326e-05,8.10062348407624e-05,4.31709412879748e-05,0.406425832024179,,,,,
PWY-5676,3.92410008779631,0.269777446685098,0.000102712596740052,0.000820492810299299,0.000283839394633404,0.000307426323014594,0.428470062382215,,,,,
POLYAMINSYN3-PWY,3.89366197183099,0.273178027505485,3.82638555606097e-05,0.000453628131642409,0.000223235605053971,0.000216912907507538,0.431108119211759,,,,,
PWY-6071,3.89019886363636,0.273567374413388,2.0816402839663e-05,9.07415091642648e-05,3.00998038955169e-05,3.01846636899804e-05,0.431108119211759,,,,,
PWY-5531,3.85948905109489,0.27704197145769,0,6.4787892434289e-05,4.1159450587437e-05,4.15918539311748e-05,0.431879551581991,,,,,
PWY-7159,3.85948905109489,0.27704197145769,0,6.4787892434289e-05,4.1159450587437e-05,4.15918539311748e-05,0.431879551581991,,,,,
P261-PWY,3.85760869565218,0.277256008423006,0,5.02801641223589e-06,0,8.27503262111051e-07,0.431879551581991,,,,,
P162-PWY,3.83966789667897,0.279305682497674,2.26723454131255e-05,0.000206267798665894,0.000177845406105633,5.21149202663905e-05,0.432999533224257,,,,,
GLYCOCAT-PWY,3.83263157894737,0.280113278283346,0.00253822830527666,0.00353870208145658,0.00189519377223549,0.00235679684952618,0.432999533224257,,,,,
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,3.81947368421053,0.281629125711106,0.000441097758003069,0.000679348808518499,0.000304199273593285,0.000768345925004966,0.433687436931552,,,,,
PWY-6470,3.77526315789473,0.286776581374956,0.00338599575173842,0.00344108721432541,0.00201444597080321,0.00384508368796198,0.43843315620548,,,,,
PWY-5675,3.75,0.289755781193383,4.99055528117439e-06,0,0,0,0.43843315620548,nitrate reduction V (assimilatory),MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc page for PWY-5675.
VALDEG-PWY,3.75,0.289755781193383,0,0,2.83612988458017e-05,0,0.43843315620548,L-valine degradation I,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-derived pathway pages for VALDEG-PWY.
PWY-7007,3.74894736842105,0.289880514878101,0.00030059317454832,0.000658806798881558,0.000299911885287921,0.000429223811997549,0.43843315620548,,,,,
PWY-5198,3.74689655172414,0.290123668797701,0,4.76443793064241e-05,0,2.55119592360405e-06,0.43843315620548,,,,,
PWY-7090,3.73559718969555,0.291466653187057,6.54950602106362e-06,3.98963380773586e-05,0,1.20722024611514e-05,0.43882525851583,,,,,
PWY-5507,3.64806338028169,0.302060393899543,0.000166693885545249,0.000671109659369623,0.000331577959857582,0.000333381494925113,0.453090590849315,,,,,
P381-PWY,3.61593503072871,0.306034088554121,0.0002015246330951,0.000657457592706926,0.00034392003849674,0.000287849831448155,0.455675756854482,,,,,
PWY-7376,3.61593503072871,0.306034088554121,0.000180482816319781,0.000613259421846629,0.000277117618720298,0.000217374952213333,0.455675756854482,,,,,
FERMENTATION-PWY,3.59052631578948,0.309209560461612,0.00321447897216204,0.00412436567821085,0.00216084046553673,0.00301739028524319,0.458717479805688,,,,,
PWY-6383,3.49105263157895,0.321924419913409,0.000702535129486782,0.000865714838630087,0.000444624369257416,0.00108804700637735,0.472416929560361,,,,,
LIPASYN-PWY,3.48195652173913,0.323109850588198,0,4.99477011649348e-06,0,4.31803686168575e-07,0.472416929560361,,,,,
PWY-7198,3.48195652173913,0.323109850588198,0,8.65505389588051e-06,0,4.15719406096902e-06,0.472416929560361,,,,,
PWY-7210,3.48195652173913,0.323109850588198,0,1.2348148413012e-05,0,5.93090018585621e-06,0.472416929560361,,,,,
PRPP-PWY,3.43947368421053,0.328697440629356,0.00436248079507186,0.00488369876185623,0.00352052102606957,0.00532920010730634,0.478501249974859,,,,,
P341-PWY,3.43241379310345,0.329634194427125,0,3.99827566016774e-06,0,9.05247324100859e-06,0.478501249974859,,,,,
PYRIDOXSYN-PWY,3.42017045454546,0.331264287725212,4.49964548553918e-05,0.000365990740607342,0.000275711404174453,0.000131254130422255,0.479150130459681,,,,,
PWY-5920,3.32041264266901,0.344811674940324,0.000202693670871895,0.000694237528431679,0.000283758929135154,0.000309746346271622,0.49697056352609,,,,,
COLANSYN-PWY,3.24842105263158,0.354886230714577,0.000345609228831364,0.0012319346523455,0.000949328431967423,0.000656414893116302,0.509677033473062,,,,,
PWY0-845,3.18039772727273,0.364638917359006,9.34576025340173e-05,0.000641745236969814,0.00043775717010637,0.000220277224382077,0.521833079612711,,,,,
PWY-5941,3.14869565217391,0.369262537497385,3.74082325170907e-05,6.21072385345266e-05,2.18640850629214e-05,2.16660795110976e-05,0.526589181994511,,,,,
GLYCOGENSYNTH-PWY,3.12526315789474,0.372712375042555,0.00298043145897796,0.00422478572036536,0.00220783177224977,0.00320887902460805,0.529643901376262,,,,,
PWY-5265,3.11022827041264,0.374940404739414,0.00121168342090301,0.00278212491032602,0.00126270422445647,0.00160230424756774,0.530947076641478,,,,,
GALACTUROCAT-PWY,3.07473684210527,0.380245150017201,0.000253370828647067,0.000894864178412631,0.000881045899055694,0.000470591995516845,0.536582877201973,,,,,
BIOTIN-BIOSYNTHESIS-PWY,3.05704225352112,0.382913726613843,0.000108859348733605,0.00047981314344309,0.000450700454172794,0.000197278991226729,0.538472428050717,,,,,
PWY-6562,3.03274647887324,0.386603818236626,3.2644625969294e-05,0.000145745286503726,6.88660316695797e-05,8.45351222557345e-05,0.541780437321223,,,,,
PWY-4361,3.02212467076383,0.388226550262549,1.60925536517135e-05,0.000107005214266644,5.52031528652299e-05,6.84399390270136e-05,0.542178458125284,S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc.
PWY-7323,3.00684210526315,0.390571460743731,0.000305184025857874,0.00118603814008945,0.000811953923935995,0.000596731524067174,0.543578837117564,,,,,
1CMET2-PWY,2.97526315789473,0.395454856335308,0.00370741511493756,0.00461565536769147,0.00296471162811253,0.003222392247473,0.54611848788146,,,,,
CODH-PWY,2.96410714285714,0.397192319250117,1.60415615077607e-05,8.51467657829845e-05,4.1010467736523e-05,1.78061417510911e-05,0.54611848788146,,,,,
PWY-5654,2.92823529411764,0.402822742775273,4.35183484235774e-06,3.49367682647146e-05,5.2517067301149e-06,2.0027270398295e-05,0.54611848788146,,,,,
FASYN-INITIAL-PWY,2.92532923617209,0.403281800031714,0.000245871456049677,0.000694127782579277,0.000414412553585509,0.000261851876918329,0.54611848788146,,,,,
PWY-5971,2.92532923617209,0.403281800031714,0.000463959466652658,0.00118880147961083,0.000780694272848455,0.000491304236955577,0.54611848788146,,,,,
PWY-5989,2.92532923617209,0.403281800031714,0.000283381101447303,0.000796662453353099,0.000478245975110909,0.000304178229298322,0.54611848788146,,,,,
PWY-6282,2.92532923617209,0.403281800031714,0.000292139942864372,0.000814069444391677,0.000492184240649185,0.000310707413993282,0.54611848788146,,,,,
PWYG-321,2.92532923617209,0.403281800031714,0.000349394689303702,0.000956178062636041,0.000587271818917342,0.000371301980796703,0.54611848788146,,,,,
PWY-7664,2.91742756804215,0.404532213245526,0.000352908143670052,0.000939603967127137,0.000582110927992373,0.000377499944921162,0.54611848788146,,,,,
OANTIGEN-PWY,2.90368421052632,0.406714801768238,0.0048870321695734,0.00461939138701967,0.00310290710129752,0.00410826545317837,0.5465164504329,,,,,
GALACT-GLUCUROCAT-PWY,2.89631578947368,0.407889040896002,0.000214756321476552,0.000584290405319469,0.00055652302678059,0.000391382906982776,0.5465164504329,,,,,
PWY-7527,2.89014084507043,0.408875270323873,2.48426919396259e-05,0.000162935211818726,7.98445362804461e-05,9.81891939300306e-05,0.5465164504329,,,,,
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,2.86815384615385,0.41240311509959,2.78587032167451e-05,8.28927539901107e-05,2.96530457101131e-05,2.71445746826435e-05,0.549418623734651,,,,,
CENTBENZCOA-PWY,2.79999999999996,0.423499917055465,0,2.52946393322556e-06,0,0,0.553282149701495,,,,,
PWY-1422,2.79999999999996,0.423499917055465,0,9.53195836066222e-06,0,0,0.553282149701495,,,,,
PWY-6143,2.79999999999996,0.423499917055465,0,1.21046745934223e-06,0,0,0.553282149701495,,,,,
PWY-7084,2.79999999999996,0.423499917055465,0,2.90293212168291e-06,0,0,0.553282149701495,,,,,
PWY-722,2.79999999999996,0.423499917055465,0,1.40964959590934e-06,0,0,0.553282149701495,,,,,
PWY-7295,2.79999999999996,0.423499917055465,0,6.1237454652958e-06,0,0,0.553282149701495,,,,,
PWY-6507,2.78526315789474,0.425931612768072,0.000544451298196991,0.000826109342297509,0.000674544313547837,0.000787419210829622,0.554669785115978,,,,,
PWY-5659,2.77,0.428462290874969,0.00245781324310094,0.00309429485753793,0.00163792185455449,0.00262995586137526,0.556177012193469,,,,,
PWY0-1277,2.73661538461539,0.434040712844241,9.14827449878595e-06,5.28050558835098e-05,5.11068888909298e-05,1.50432501881418e-05,0.561618174766509,,,,,
PWY-7328,2.71736842105263,0.437283777952849,0.00066201363985999,0.0017927812484182,0.000660077363717363,0.00112274497993037,0.561653166775563,,,,,
LEU-DEG2-PWY,2.71514486391571,0.43765971586693,0.000128785485723669,0.000417795087591989,0.000156070776061426,0.000169020496467784,0.561653166775563,,,,,
PWY0-1479,2.71178571428572,0.438228149879204,0.000162492911094816,0.000552620700492664,0.000318565937538764,0.000294551758115302,0.561653166775563,,,,,
PPGPPMET-PWY,2.69407374890254,0.441235338292676,0.000120632923647468,0.000369204626784901,0.000135564463576105,0.000151347804643837,0.562503794870763,,,,,
P221-PWY,2.67998244073749,0.443639794381712,6.72650498730722e-05,0.000307633518608343,0.000116321786191171,0.00011443503459977,0.562503794870763,,,,,
PWY-6174,2.67620689655173,0.444285837827073,1.6568195387568e-06,7.77477288511489e-06,0,1.00315099792788e-06,0.562503794870763,,,,,
PWY-5913,2.67526315789473,0.44444744286085,0.00164675663096831,0.00222624394700482,0.00114057254461047,0.00132654795262831,0.562503794870763,,,,,
GLUCONEO-PWY,2.65631578947369,0.447702084960993,0.00766119038056214,0.00630311766198021,0.00465885391396266,0.00626939104731335,0.56355195121931,,,,,
HCAMHPDEG-PWY,2.64184615384615,0.450200558477531,3.91177795227239e-06,1.70168237028369e-05,2.51190057648232e-05,6.36338816421391e-06,0.56355195121931,,,,,
PWY-6690,2.64184615384615,0.450200558477531,3.91177795227239e-06,1.70168237028369e-05,2.51190057648232e-05,6.36338816421391e-06,0.56355195121931,,,,,
PWY-6906,2.63814432989692,0.450841560975448,1.86685054045766e-05,2.06529290766466e-05,0,2.21342335521574e-05,0.56355195121931,,,,,
PWY0-1415,2.62,0.453994072093945,0.000262034580858715,0.000647485962874012,0.00023912367520301,0.000328033904229109,0.565295066366747,,,,,
PWY-6629,2.60608695652173,0.456423423955373,0,5.74090889570987e-05,0,4.22309977341267e-05,0.565295066366747,,,,,
PWY-7446,2.60608695652173,0.456423423955373,0,5.1122636101155e-06,0,4.49281794846639e-06,0.565295066366747,,,,,
PWY-1882,2.58827586206898,0.459548647987474,1.01587542849001e-05,6.31147642041506e-05,0,1.51799212745591e-05,0.567430495228436,,,,,
ASPASN-PWY,2.56736842105263,0.463239023848278,0.00213373167645831,0.00419136782776141,0.00299438978253184,0.00244080096608752,0.570248646378579,,,,,
PWY-5028,2.53941176470589,0.468210581597629,1.16130296521434e-05,7.33458399118812e-05,3.52564470290294e-05,2.17680990970263e-05,0.574622077415272,,,,,
P241-PWY,2.51282608695652,0.472977581117644,7.14147809344474e-06,1.90272343894391e-05,1.21547821768971e-05,1.69401663844691e-06,0.578718792606181,,,,,
PWY-5532,2.46666666666669,0.481345293629209,0,4.17913054748341e-06,1.40502450044214e-05,0,0.58468551075717,,,,,
PWY-7347,2.46206896551724,0.482185087883691,0,1.94104013016658e-05,1.15678760046114e-05,1.5225196494929e-06,0.58468551075717,,,,,
SUCSYN-PWY,2.46206896551724,0.482185087883691,0,5.82803409212636e-05,3.56761338075468e-05,5.0387840440625e-06,0.58468551075717,,,,,
PWY0-1261,2.42894736842105,0.488268827493781,0.00101845944467434,0.00251017874403097,0.00160368030271338,0.00154339596436522,0.589580127158282,,,,,
PWY-6519,2.41531690140845,0.490789755311324,9.74693496038746e-05,0.000419644896769686,0.000405937753849671,0.000171678161307391,0.589580127158282,,,,,
