layer,G50_to_PC,NC_to_PC,G25_to_PC,G50_vs_NC_to_PC_ratio,G50_closer_to_PC_than_NC
host_full25,22.656963195135592,28.6931641157472,4.824949168201284,0.7896293034723605,True
host_matched16,30.77683264535938,21.51261521330144,3.2249986655242675,1.4306411535836792,False
bray,0.1888379194952911,0.238987395108407,0.2982439932662345,0.7901584910351962,True
weighted_unifrac,0.0401636514324339,0.0674092160439774,0.0741452264684035,0.5958184027274751,True
