pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY,0.93732970027248,0.985381845143523,0.0630790410571939,-0.195231141398085,-0.61875128449472,18,NPTN|KRAS|RAB11A|RAB8A|GRM5
GOBP_EPITHELIAL_CELL_CELL_ADHESION,0.9376,0.985381845143523,0.0383995813369433,0.219516142837947,0.602004859272728,15,VCL|PKP3|CCN3|THBS4|KIFC2|ITGB5|CYP1B1|KIT
GOBP_SPERM_AXONEME_ASSEMBLY,0.938202247191011,0.985592973043881,0.0645031249656493,-0.193770966175515,-0.668103589815578,25,BBS2|DNAH1|CFAP206|TTLL1|IQCG|CFAP65|CFAP69|SPAG6|MEIG1|CFAP58|DRC7
GOBP_REGULATION_OF_PROTEIN_STABILITY,0.938775510204082,0.985960272627393,0.0208547494438027,0.171695806035883,0.792335026577908,280,NEGR1|USP13|GSN|STXBP4|CLU|DNAAF2|PLPP3|DDRGK1|CHEK2|HPS4|HYPK|USP35|SOX17|ATP1B3|TRIM24|CPN2|CRTAP|P3H1|RASSF1|CCT3|HIP1|WRB|DACT1|TARDBP|BCL2|URI1|PAK4|BAG2|NPM1|AKT1|CBX4|CAPN3|PTGES3|RPAP3|USP24|RAD23A
GOBP_AXONAL_TRANSPORT,0.939265536723164,0.986239997954853,0.0324330694656715,0.187058987885367,0.686389831968491,55,RUFY4|SYBU|AP3B2|NDEL1|TERF2|KIF3A|AGTPBP1|HIF1A|RAB21|ARL8B|KIF1A|MAPK8IP3|KIF5C|ARL8A|DCTN1
GOBP_RESPONSE_TO_X_RAY,0.939907550077042,0.98667914006897,0.0365314928349125,0.208063675147116,0.619494629748548,21,XRRA1|BLM|CCND2|RAD51|SFRP2|XRCC2|ATM
GOBP_RESPONSE_TO_ALCOHOL,0.941383352872216,0.987288107234443,0.0226556224333514,0.169561305684925,0.759561365225692,204,ACTG2|VCAM1|ADIPOQ|GNAI1|FOS|GHR|BGLAP|FGF2|SLIT2|STK39|TGFBR3|SPI1|TSPO|P2RY6|OXCT1|PTGFR|IFITM5|APP|CYBA|CLDN5|SLIT3|OPRM1|TGFBR2|AKT1|OXT|INHBA|JUND|DRD2|TBXA2R|ABCA2|FOXO3|RGS4|DRD3|PTGER2|GPR155|HDAC2|BLM|CAD|HCN2|AKAP8|RARA|CPT1A|SMO|CYBB|IGFBP7|PARP1|GRIA1|CD4|AVPR1A|ADCY3|NFE2L1|CFTR|DNMT3A|DAG1|KLF9|ADCY1
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING,0.941258741258741,0.987288107234443,0.0318534652552707,0.189278134919415,0.708399463137701,62,CHEK2|TOPBP1|TP53|TRIAP1|BLM|DGKZ|DBF4|CLSPN|CDKN1A|TAOK3|FANCD2|PLK1|BRCA1|BABAM1|SDE2|CDC7|MBTPS2|GIGYF2|RAD9A|ATM|EME2|CHEK1|CDK2|TICRR|FAM175A|GLTSCR2|BRE|RPS27L|RAD17|MBTPS1|HUS1|CDK1|RINT1|CCND1|UIMC1|ORC1
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE,0.941267387944359,0.987288107234443,0.0366082221336689,0.212983823532107,0.626011012532362,20,ADRB1|ADORA1|DRD2|PARP1|ADORA2A|NLGN1|FXR1|KCNA2|MTNR1B|PLN|GABRB3
GOBP_CELLULAR_RESPONSE_TO_ATP,0.9408,0.987288107234443,0.0382416816260774,0.218522069891862,0.599278696466303,15,P2RY2|TOP2B|HSP90B1|PDXP
